day,daily_total_gdp,dam_storage,downstream_storage,upstream_storage,river_discharge_downstream,houses_damaged_by_inundation,financial_damage_by_innundation,financial_damage_by_flood
262,5102359789.735239,42825737.734779775,1439510.0,5165391.457481856,3933970.2366016204,0.0,0.0,0.0
263,5122702824.933583,42903218.606642,0.0,2578280.3820165233,1559841.59919489,0.0,0.0,0.0
264,5208092427.2612,42941892.812372245,7197550.0,7571442.537617687,8151662.314919641,0.0,0.0,0.0
265,5208106376.800087,43055464.45043651,12955590.0,15131841.268808844,15982601.820624808,0.0,0.0,0.0
266,5208118680.640423,43282442.06946864,0.0,7554681.923667149,5183859.374554323,0.0,0.0,0.0
267,5147144975.0380945,43395762.298323646,0.0,3724242.9990621572,2262209.4470178727,0.0,0.0,0.0
268,5082103096.558649,43451625.943309575,0.0,1828763.0952356872,1023735.5789311263,0.0,0.0,0.0
269,5122767412.089378,43479057.38973811,0.0,896093.9166654868,475641.19290530647,0.0,0.0,0.0
270,5183760066.025933,43492498.798488095,0.0,439086.0191660885,225267.41229231653,0.0,0.0,0.0
271,5171568858.19157,43499085.08877559,0.0,215152.14939138337,108042.00035385002,0.0,0.0,0.0
272,5191902951.384052,43502312.37101646,0.0,105424.55320177785,52238.87067257098,0.0,0.0,0.0
273,5208170672.569956,43503893.73931448,0.0,51658.03106887115,25386.533779315123,0.0,0.0,0.0
274,5208174540.971565,43504668.60978051,0.0,25312.435223746863,12376.247696791013,0.0,0.0,0.0
275,5208177771.808718,43505048.29630887,0.0,12403.093259635963,6045.415214905578,0.0,0.0,0.0
276,5208180428.839148,43505234.34270776,0.0,6201.546629817982,3016.724610656362,0.0,0.0,0.0
277,5208182569.444687,43505327.36590721,0.0,3038.757848610811,1476.4899051346356,0.0,0.0,0.0
278,5208184245.268867,43505372.94727494,0.0,1488.9913458192973,722.9685072898769,0.0,0.0,0.0
279,5208185502.790761,43505395.28214513,0.0,729.6057594514557,354.1011047042113,0.0,0.0,0.0
280,5208186383.841446,43505406.22623152,0.0,357.5068221312133,173.46350214471505,0.0,0.0,0.0
281,5208186926.068803,43505411.58883385,32388975.0,28365478.753411066,33497407.21721239,0.0,0.0,0.0
282,5208187163.355847,43930893.77013502,8985273.639077406,17323280.0268331,16527287.639095163,0.0,0.0,0.0
283,5208187126.1972275,44190742.97053752,0.0,8637387.66560975,6059329.633691192,0.0,0.0,0.0
284,5208186842.038064,44320303.785521664,0.0,4278382.330971376,2636074.415282256,0.0,0.0,0.0
285,5208186335.578912,44384479.520486236,0.0,2096407.342175974,1185075.2563836891,0.0,0.0,0.0
286,5208185629.050217,44415925.63061888,0.0,1027239.5976662273,548706.5134966227,0.0,0.0,0.0
287,5208184742.459337,44431334.22458387,0.0,506463.75389573356,260783.51322798154,0.0,0.0,0.0
288,5208183693.812859,44438931.18089231,0.0,248167.23940890946,124905.68888988631,0.0,0.0,0.0
289,5208182499.316666,44442653.68948344,0.0,121601.94731036563,60340.3177784969,0.0,0.0,0.0
290,5208181173.556024,44444477.7186931,0.0,59584.954182079164,29307.714778199264,0.0,0.0,0.0
291,5208179729.657644,44445371.493005835,0.0,29196.62754921879,14283.067961338373,0.0,0.0,0.0
292,5208178179.43554,44445809.442419074,0.0,14306.347499117206,6975.389617062024,0.0,0.0,0.0
293,5208176533.522298,44446024.037631564,1439510.0,1267690.1102745675,1492180.7468071622,0.0,0.0,0.0
294,5208174801.487224,44465039.38928568,0.0,621168.1540345381,445220.8677039501,0.0,0.0,0.0
295,5208172991.9426775,44474356.9115962,0.0,304372.3954769237,190806.9057054677,0.0,0.0,0.0
296,5208171112.63976,44478922.49752835,0.0,149142.4737836926,85289.98795483884,0.0,0.0,0.0
297,5208169170.554452,44481159.634635106,0.0,73079.81215400937,39330.47534561892,0.0,0.0,0.0
298,5208167171.965117,44482255.83181742,0.0,35809.10795546459,18533.447293677636,0.0,0.0,0.0
299,5208165122.522273,44482792.96843675,0.0,17546.46289817765,8859.843486199354,0.0,0.0,0.0
300,5208163027.311375,44483056.16538022,2879020.0,2529957.7668201067,2981814.4596019266,0.0,0.0,0.0
301,5208160890.909318,44521005.53188252,0.0,1239679.3057418521,5341278.499281303,0.0,0.0,0.0
302,5208158717.435303,40087500.16828039,0.0,607442.8598135075,380989.83185202687,0.0,0.0,0.0
303,5208156510.596601,40096611.8111776,0.0,297647.0013086187,170272.80908742276,0.0,0.0,0.0
304,5208154273.729746,40101076.51619723,0.0,145847.03064122316,78510.01389681605,0.0,0.0,0.0
305,5208152009.837616,40103264.221656844,0.0,71465.04501419935,36992.80804263353,0.0,0.0,0.0
306,5208149721.622792,40104336.197332054,0.0,35017.87205695768,17683.34631084853,0.0,0.0,0.0
307,5208147411.517593,40104861.46541291,0.0,17158.757307909265,8531.90080330321,0.0,0.0,0.0
308,5208145081.7111025,40105118.84677253,0.0,8407.79108087554,4140.749726914802,0.0,0.0,0.0
309,5208142734.173487,40105244.963638745,0.0,4119.817629629015,2017.0028661771216,0.0,0.0,0.0
310,5208140370.677895,40105306.76090319,25191425.0,22063959.908814814,26054476.223169927,0.0,0.0,0.0
311,5208137992.820156,40436266.15953541,3206379.2465913966,10997991.034473576,9456359.475233804,0.0,0.0,0.0
312,5208135602.036516,40601236.02505251,0.0,5459103.773463044,3724046.514854243,0.0,0.0,0.0
313,5208133199.619589,40683122.58165446,0.0,2713226.3620977052,1638829.1410347868,0.0,0.0,0.0
314,5208130786.732728,40723820.977085926,10076570.0,10181373.181048853,11176220.299433913,0.0,0.0,0.0
315,5208128364.422949,40876541.57480166,0.0,5064978.6936549265,3493233.9584102053,0.0,0.0,0.0
316,5208125933.63256,40952516.25520649,0.0,2522800.3305027084,1534573.9478900833,0.0,0.0,0.0
317,5208123495.209641,40990358.26016403,0.0,1242888.669942741,696105.7412011104,0.0,0.0,0.0
318,5208121049.91746,41009001.59021317,0.0,609015.4482719431,323363.9132955567,0.0,0.0,0.0
319,5208118598.442957,41018136.82193725,0.0,298417.56965325214,153129.94754692656,0.0,0.0,0.0
320,5208116141.404377,41022613.085482046,20872895.0,18429068.78482663,21662047.58852044,0.0,0.0,0.0
321,5208113679.358139,41299049.11725444,4094251.4679448754,11098020.543941218,9754088.466147788,0.0,0.0,0.0
322,5208111212.805017,41465519.425413564,2879020.0,8061110.12027489,6700157.135636967,0.0,0.0,0.0
323,5208108742.195712,41586436.07721769,0.0,4003019.729421409,2540118.186960477,0.0,0.0,0.0
324,5208106267.935848,41646481.37315901,0.0,1965757.4405739678,1132988.4441357024,0.0,0.0,0.0
325,5208103790.39049,41675967.73476762,0.0,963221.1458812442,521041.0813896018,0.0,0.0,0.0
326,5208101309.888191,41690416.05195584,0.0,471978.36148180964,245073.1530098372,0.0,0.0,0.0
327,5208098826.724653,41697495.72737807,0.0,231269.39712608673,117014.75191349992,0.0,0.0,0.0
328,5208096341.166008,41700964.76833496,0.0,113322.00459178249,56415.90051921886,0.0,0.0,0.0
329,5208093853.451767,41702664.59840384,0.0,55527.78224997342,27367.392878898412,0.0,0.0,0.0
330,5208091363.797496,41703497.51513759,0.0,27208.613302486974,13327.102998004575,0.0,0.0,0.0
331,5208088872.397201,41703905.644337125,3598775.0,3165032.220518219,3728429.9046152253,0.0,0.0,0.0
332,5208086379.425489,41751381.1276449,0.0,1565752.948790616,1119279.4634626154,0.0,0.0,0.0
333,5208083885.039505,41774867.42187676,0.0,767218.9449074018,480067.9732698399,0.0,0.0,0.0
334,5208081389.380678,41786375.706050366,0.0,382280.85153943993,217796.24849355337,0.0,0.0,0.0
335,5208078892.576296,41792109.91882346,0.0,190631.1686118692,102173.12742583404,0.0,0.0,0.0
336,5208076394.740915,41794969.386352636,0.0,93409.2726198159,48218.60041533396,0.0,0.0,0.0
337,5208073895.97764,41796370.52544193,0.0,45770.5435837098,23073.244596516226,0.0,0.0,0.0
338,5208071396.37926,41797057.083595686,0.0,22427.5663560178,11139.728970193724,0.0,0.0,0.0
339,5208068896.029287,41797393.497091025,0.0,10989.507514448722,5408.6189307651575,0.0,0.0,0.0
340,5208066395.002883,41797558.33970374,0.0,5384.858682079874,2635.268796685997,0.0,0.0,0.0
341,5208063893.367693,41797639.11258397,0.0,2638.5807542191383,1286.7953665594596,0.0,0.0,0.0
342,5208061391.184594,41797678.69129529,0.0,1292.9045695673778,629.1838264691315,0.0,0.0,0.0
343,5208058888.508381,41797698.084863834,0.0,633.5232390880151,307.8963040263733,0.0,0.0,0.0
344,5208056385.388365,41797707.58771242,0.0,310.4263871531274,150.74805768987258,0.0,0.0,0.0
345,5208053881.868927,41797712.24410823,17993875.0,15758655.213193577,18609697.83577686,0.0,0.0,0.0
346,5208051377.99001,42034092.072306134,1078162.5,7879327.606596788,6159942.656412835,0.0,0.0,0.0
347,5208048873.787564,42152281.98640508,0.0,3911354.0394656416,2544639.2143048537,0.0,0.0,0.0
348,5208046369.2939415,42210952.29699707,5038285.0,6366449.166753524,6352707.597424664,0.0,0.0,0.0
349,5208043864.538261,42306449.03449837,1439510.0,4443130.44865936,3594373.6930645513,0.0,0.0,0.0
350,5208041359.546728,42373095.99122826,3598775.0,5373265.22432968,5111969.261439323,0.0,0.0,0.0
351,5208038854.342929,42453694.969593205,0.0,2682507.536170599,1754669.3433345691,0.0,0.0,0.0
352,5208036348.9480915,42493932.58263576,0.0,1341067.6158859618,786513.7501922401,0.0,0.0,0.0
353,5208033843.381319,42514048.59687405,1439510.0,1931213.807942981,1854807.4837986103,0.0,0.0,0.0
354,5208031337.659805,42543016.803993195,0.0,965406.6450427738,624421.8589296247,0.0,0.0,0.0
355,5208028831.799026,42557497.903668836,1439510.0,1739564.217868319,1767888.5364912983,0.0,0.0,0.0
356,5208026325.812905,42583591.36693686,2159265.0,2753489.880061832,2809461.559077537,0.0,0.0,0.0
357,5208023819.713981,42624893.71513779,0.0,1372907.8010227918,929189.4736703187,0.0,0.0,0.0
358,5208021313.513531,42645487.33215313,0.0,684998.3814769773,411222.9720686134,0.0,0.0,0.0
359,5208018807.221708,42655762.30787528,0.0,340118.37746076105,188657.04018415295,0.0,0.0,0.0
360,5208016300.847652,42660864.08353719,0.0,166658.00495577292,87939.02053825502,0.0,0.0,0.0
361,5208013794.399586,42663363.95361153,0.0,81662.42242832873,41739.241318150984,0.0,0.0,0.0
362,5208011287.884908,42664588.88994796,0.0,40014.58698988108,20046.964622215786,0.0,0.0,0.0
363,5208008781.310282,42665189.10875281,0.0,19607.14762504173,9701.433577782276,0.0,0.0,0.0
364,5208006274.681703,42665483.215967186,0.0,9607.502336270447,4717.228726982278,0.0,0.0,0.0
