date,flow
2023-01-01,32.02
2023-02-01,32.26
2023-03-01,36.32
2023-04-01,35.75
2023-05-01,85.5
2023-06-01,155.29
2023-07-01,2038.33
2023-08-01,46.6
2023-09-01,40.3
2023-10-01,25.23
2023-11-01,29.82
2023-12-01,31.92
2023-01-02,32.02
2023-02-02,32.92
2023-03-02,38.54
2023-04-02,33.64
2023-05-02,71.37
2023-06-02,139.3
2023-07-02,626.45
2023-08-02,43.24
