day,daily_total_gdp,dam_storage,downstream_storage,upstream_storage,river_discharge_downstream,houses_damaged_by_inundation,financial_damage_by_innundation,financial_damage_by_flood
261,5202806797.045986,43755920.19590774,0.0,3433533.9160987576,2284256.854650981,0.0,0.0,0.0
262,5203350072.434482,43807423.204649225,7197550.0,8020166.958049378,8462178.846256873,0.0,0.0,0.0
263,5159305613.004554,43927725.70901997,12235835.0,14725863.47902469,15374898.14880785,0.0,0.0,0.0
264,5204278343.198337,44148613.66120534,0.0,7334196.69137761,5013308.203762405,0.0,0.0,0.0
265,4160040921.579399,44258626.611576,113721290.0,103260209.56347059,119827928.4808165,38129.09673534848,1044632787.2698214,0.0
266,4881509947.373605,45807529.75502806,31188911.323656604,52839348.961167365,57463066.936257266,0.0,0.0,0.0
267,4932950644.867626,42019367.01394276,4992135.290851962,26370918.0462927,21855810.7460716,0.0,0.0,0.0
268,4985027255.194042,42414930.78463715,0.0,13130220.004534282,8838324.58574242,0.0,0.0,0.0
269,5037754517.445283,42611884.08470517,0.0,6558744.7563137915,3922041.571875177,0.0,0.0,0.0
270,5091145774.055983,42710265.25604987,25191425.0,25340163.726320937,27865744.516784552,0.0,0.0,0.0
271,5145213080.102516,43090367.711944684,3224626.4282602556,12656068.366275365,10336343.404629348,0.0,0.0,0.0
272,5199967299.473476,43280208.73743881,0.0,6325744.034495452,4166199.6094130203,0.0,0.0,0.0
273,5201848214.423473,43375094.897956245,23751915.0,23964092.01724773,26428158.754169967,0.0,0.0,0.0
274,5202484341.413445,43734556.27821496,8563614.5,17024766.008623865,15643189.501924021,0.0,0.0,0.0
275,5203056603.702753,43989927.76834432,15114855.0,21731365.139845155,21350352.764147334,0.0,0.0,0.0
276,5203571387.890488,44315898.245441996,164899.06964128092,10811431.417356227,7317050.47363514,0.0,0.0,0.0
277,5204034441.90293,44478069.71670234,0.0,5394109.951349414,3229950.2437876128,0.0,0.0,0.0
278,5204450938.862119,44558981.365972586,0.0,2653355.686166408,5926917.719602911,0.0,0.0,0.0
279,5204825534.567439,40142883.56466782,10076570.0,10151437.843083205,11120069.976459838,0.0,0.0,0.0
280,5205162419.228931,40295155.13231407,12955590.0,16415011.103986979,16881570.17220303,0.0,0.0,0.0
281,5205465364.027167,40541380.29887388,0.0,8207505.551993489,5583468.128747646,0.0,0.0,0.0
282,5205737763.01704,40664492.88215378,2159265.0,5965202.954355185,4689981.813671506,0.0,0.0,0.0
283,5205982670.8411,40753970.92646911,0.0,2942660.32671161,1787371.272697903,0.0,0.0,0.0
284,5206202836.671468,40798110.83136979,0.0,1441903.560088689,807377.5309158459,0.0,0.0,0.0
285,5206400734.757502,40819739.384771116,5758040.0,5749252.744443458,6330163.872336926,0.0,0.0,0.0
286,5206578591.918621,40905978.175937764,0.0,2860570.597812453,1972905.6273235944,0.0,0.0,0.0
287,5206738412.287808,40948886.73490495,0.0,1401679.5929281018,855473.2687854958,0.0,0.0,0.0
288,5206881999.580698,40969911.92879888,23032160.0,20871719.79646405,24212921.701149672,0.0,0.0,0.0
289,5207010977.137715,41282987.725745834,2542555.827902455,10384307.495400563,8626692.329179883,0.0,0.0,0.0
290,5207126805.961964,41438752.33817685,0.0,5148297.801462624,3446887.6004874334,0.0,0.0,0.0
291,5207230800.953286,41515976.80519879,0.0,2543265.353254519,1518472.6463618597,0.0,0.0,0.0
292,5207324145.518883,41554125.785497606,0.0,1246200.0230947144,689903.696210962,0.0,0.0,0.0
293,5207407904.722846,41572818.78584403,0.0,610638.01131641,321808.44099146646,0.0,0.0,0.0
294,5207483037.120703,41581978.356013775,0.0,299212.62554504094,152812.82504024712,0.0,0.0,0.0
295,5207550405.410495,41586466.545396954,0.0,146614.18651707005,73416.29095604965,0.0,0.0,0.0
296,5207610786.018714,41588665.75819471,719755.0,702180.9513933643,779920.2845743629,0.0,0.0,0.0
297,5207664877.727636,41599198.472465605,18713630.0,16738266.470966889,19595662.495363515,0.0,0.0,0.0
298,4527421665.14174,41850272.469530106,89823060.75288571,85899975.38644798,98157513.9159535,24830.64501688273,680291644.298157,0.0
299,4993509180.765725,43138772.10032683,22626044.784309596,42949031.52558626,41693514.15047772,0.0,0.0,0.0
300,5069977213.4869,43783007.57321063,2467813.4352928773,21474515.76279313,16776714.781556142,0.0,0.0,0.0
301,5147073995.73936,44105125.30965252,2159265.0,12613970.220426153,9218867.276122482,0.0,0.0,0.0
302,5200454370.391641,44294334.862958916,0.0,6281832.731762917,3798139.890669754,0.0,0.0,0.0
303,5201222613.82396,44388562.35393536,0.0,3121081.7863289877,1739159.9710989809,0.0,0.0,0.0
304,5201913780.644361,44435378.5807303,0.0,1529330.0753012039,809355.6779399104,0.0,0.0,0.0
305,5202535578.669761,44458318.531859815,0.0,764111.2163723316,390883.1173662288,0.0,0.0,0.0
306,5203094944.919815,44469780.2001054,0.0,374414.4960224425,187677.78379857898,0.0,0.0,0.0
307,5203598122.698197,44475396.417545736,0.0,183463.1030509968,90805.63094804177,0.0,0.0,0.0
308,5204050730.9656,44478148.3640915,0.0,91731.5515254984,45037.61028035922,0.0,0.0,0.0
309,5204457826.775294,44479524.33736438,0.0,44948.46024749422,21964.345557182445,0.0,0.0,0.0
310,5204823961.465004,44480198.5642681,0.0,22024.74552127217,10731.304278961326,0.0,0.0,0.0
311,5205153231.22949,44480528.93545092,2159265.0,1901812.1253054233,2238403.6715834737,0.0,0.0,0.0
312,5205449322.635757,44509056.1173305,13675345.0,12917689.821599113,14815740.500718672,0.0,0.0,0.0
313,5205715553.586664,44702821.46465448,0.0,6458844.910799556,9035135.709376164,0.0,0.0,0.0
314,5205954910.188078,40329421.99185103,0.0,3229422.455399778,1995964.0252207718,0.0,0.0,0.0
315,5206170079.929247,40377863.32868203,0.0,1609636.278068166,909581.8351686243,0.0,0.0,0.0
316,5206363481.545063,40402007.87285305,0.0,804535.2515403228,428872.0690887257,0.0,0.0,0.0
317,5206537291.892046,40414075.901626155,0.0,394222.27325475815,202799.54415605843,0.0,0.0,0.0
318,5206693470.136661,40419989.23572498,0.0,193168.9138948315,97167.4457272435,0.0,0.0,0.0
319,5206833779.52477,40422886.7694334,0.0,94652.76780846743,46950.74913358176,0.0,0.0,0.0
320,5206959806.974089,40424306.560950525,719755.0,677666.3839042337,767651.4432174958,0.0,0.0,0.0
321,5207072980.707351,40434471.55670909,12955590.0,11684953.191952117,13635331.77220396,0.0,0.0,0.0
322,5207174586.122133,40609745.85458837,0.0,5817524.273591816,4138679.114924186,0.0,0.0,0.0
323,5207265780.073657,40697008.71869224,0.0,2897126.2118522814,1800260.1654180028,0.0,0.0,0.0
324,5207347603.729286,40740465.61187003,0.0,1430938.8432259082,812551.5247654594,0.0,0.0,0.0
325,5207420994.137543,40761929.69451842,0.0,701404.9271385347,375745.24540245754,0.0,0.0,0.0
326,5207486794.640202,40772450.768425494,3598775.0,3495388.4142978825,3899282.5376565536,0.0,0.0,0.0
327,5207545764.24316,40824881.594639964,719755.0,2353207.031787911,1943053.6574337608,0.0,0.0,0.0
328,5207598586.05019,40860179.70011678,0.0,1153071.4455760764,740138.6252093842,0.0,0.0,0.0
329,5207645874.853306,40877475.77180042,18713630.0,16962865.893714815,19686679.65068318,0.0,0.0,0.0
330,5207688183.964077,41131918.76020614,1276001.2228610106,8461632.02598539,6629536.051702868,0.0,0.0,0.0
331,5207726011.361801,41258843.24059592,0.0,4195734.821266234,2728824.6829010593,0.0,0.0,0.0
332,5207759805.226839,41321779.26291492,5038285.0,6509754.336439279,6436088.841549131,0.0,0.0,0.0
333,5207789968.9206085,41419425.577961504,17274120.0,18380811.989077475,20009052.7112154,0.0,0.0,0.0
334,5207816865.467571,41695137.757797666,838304.7412472758,9164208.139639862,6761088.987302818,0.0,0.0,0.0
335,5207840821.589009,41832600.87989227,0.0,4567561.447421444,2868286.4768102816,0.0,0.0,0.0
336,5207862131.333416,41901114.301603585,0.0,2276792.3433092316,1300150.0389482419,0.0,0.0,0.0
337,5207881059.343843,41935266.18675322,0.0,1115628.2482215234,599851.4261204181,0.0,0.0,0.0
338,5207897843.7985,41952000.610476546,0.0,546657.8416285465,282760.5709097389,0.0,0.0,0.0
339,5207912699.057295,41960200.47810098,0.0,267862.3423979878,135202.69137899223,0.0,0.0,0.0
340,5207925818.043713,41964218.413236946,27350690.0,24086601.1836803,28353048.410679735,0.0,0.0,0.0
341,5207937374.388499,42325517.43099215,3870148.5379908793,12026815.900968207,10503625.031943457,0.0,0.0,0.0
342,5207947524.358974,42505919.66950667,0.0,5991136.805780669,4113379.7198962434,0.0,0.0,0.0
343,5207956408.595412,42595786.72159338,0.0,2976074.3600353403,1805699.5753449257,0.0,0.0,0.0
344,5207964153.673773,42640427.83699391,5758040.0,6528763.049698679,6784501.132322195,0.0,0.0,0.0
345,5207970873.512166,42738359.28273939,0.0,3232002.035352684,2175932.3031115523,0.0,0.0,0.0
346,5207976670.636661,42786839.31326968,0.0,1604247.6387309667,960583.499574169,0.0,0.0,0.0
347,5207981637.320511,42810903.02785065,0.0,786081.3429781736,436006.46978130925,0.0,0.0,0.0
348,5207985856.609459,42822694.247995324,0.0,385179.85805930506,203239.33668983146,0.0,0.0,0.0
349,5207989403.244505,42828471.94586621,0.0,188738.13044905948,96466.1249271144,0.0,0.0,0.0
350,5207992344.492398,42831303.01782295,0.0,92481.68392003914,46332.05619901515,0.0,0.0,0.0
351,5207994740.893078,42832690.24308175,0.0,45316.02512081918,22421.80403293615,0.0,0.0,0.0
352,5207996646.932366,42833369.98345856,719755.0,652742.880378806,755383.3565385226,0.0,0.0,0.0
353,5207998111.647393,42843161.12666424,0.0,319844.011385615,227139.76338846376,0.0,0.0,0.0
354,5207999179.171476,42847958.78683503,0.0,156723.56557895135,97615.55466572355,0.0,0.0,0.0
355,5207999889.224512,42850309.640318714,0.0,76794.54713368617,43726.74296781744,0.0,0.0,0.0
356,5208000277.55433,42851461.55852572,1439510.0,1298309.3280955064,1508964.4404087146,0.0,0.0,0.0
357,5208000376.333899,42870936.19844715,5758040.0,5691874.664047753,6414453.536947878,0.0,0.0,0.0
358,5208000214.51883,42956314.31840787,0.0,2833001.8457934167,1993170.1926752224,0.0,0.0,0.0
359,5207999818.169113,42998809.34609477,0.0,1396526.0992021656,863064.4473526749,0.0,0.0,0.0
360,5207999210.738689,43019757.2375828,4318530.0,4476059.632169144,4858633.708373922,0.0,0.0,0.0
361,5207998413.336054,43086898.13206534,2879020.0,4744986.79515896,4504569.031683662,0.0,0.0,0.0
362,5207997444.958811,43158072.93399273,0.0,2353125.231170425,1563738.8679271261,0.0,0.0,0.0
363,5207996322.704767,43193369.81246029,2879020.0,3682426.6132324575,3667398.8466605823,0.0,0.0,0.0
364,5207995061.961916,43248606.211658776,0.0,1812134.9387391007,1204810.0270613162,0.0,0.0,0.0
